destination,cabin_type,activity_interests_cultural,activity_interests_nature_outdoors,activity_interests_entertainment,activity_interests_shopping,activity_interests_recreation,activity_interests_nightlife,hotel_preferences,food_preferences_asian,food_preferences_european,food_preferences_american_latin,food_preferences_middle_eastern,food_preferences_african,food_preferences_caribbean,food_preferences_local_cuisine,user_id
7,4,0,0,1,0,0,1,3,0,0,0,0,0,0,1,138
8,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,184
9,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,13
7,4,1,0,0,1,0,0,3,0,0,1,0,1,0,1,179
9,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
4,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,59
8,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30
3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,126
1,2,1,1,1,1,1,1,2,0,0,0,1,0,0,0,54
6,1,0,1,0,0,0,1,2,0,1,0,1,1,1,0,182
3,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,134
9,4,0,1,0,0,0,0,2,0,0,0,1,0,1,0,124
3,3,1,0,0,1,1,1,1,1,0,1,1,1,1,1,147
4,4,0,1,0,1,0,0,2,0,1,0,1,0,1,0,44
5,4,0,1,0,1,0,1,2,0,1,0,1,0,1,0,77
10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
9,3,0,0,0,0,0,0,3,0,0,0,1,1,0,0,106
1,4,1,1,0,1,0,1,3,0,1,0,0,1,0,1,191
6,4,0,1,0,1,1,1,3,0,1,0,1,0,0,0,167
7,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,110
4,2,0,1,0,1,0,1,3,0,1,0,1,0,1,0,74
7,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,155
7,2,1,0,0,0,0,1,3,0,0,0,1,0,0,1,22
5,4,1,1,0,1,0,1,2,0,1,1,1,0,1,1,28
9,1,1,0,0,0,0,0,2,1,1,0,0,1,1,1,171
6,1,0,1,0,1,0,1,2,1,1,1,0,0,1,0,71
4,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,73
5,4,0,0,0,1,0,1,3,1,1,0,1,1,1,0,109
2,4,1,1,1,1,1,1,3,1,0,0,0,0,0,0,78
10,4,0,1,0,0,0,0,3,0,1,0,0,1,0,0,97
3,4,1,1,1,1,1,1,3,1,1,0,1,1,1,1,15
10,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,86
6,2,0,1,0,1,0,1,2,0,1,0,0,0,1,0,143
10,4,0,0,1,0,0,0,2,0,0,0,0,0,0,1,69
4,1,0,1,0,1,0,1,3,0,1,0,1,0,1,1,94
6,3,0,1,0,1,0,1,3,0,1,0,1,0,1,0,74
10,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,171
6,2,0,1,0,1,0,1,2,0,1,0,0,0,1,0,143
1,2,1,1,1,1,1,0,2,1,0,0,0,0,0,1,125
3,3,1,1,0,1,0,0,1,1,0,1,1,1,1,1,130
7,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,64
1,3,0,1,0,1,1,1,2,1,1,0,0,0,0,0,116
9,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,122
5,1,1,1,0,1,0,1,3,1,1,1,0,0,1,0,71
8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
10,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,68
4,4,0,1,0,1,0,1,2,0,1,0,1,0,1,1,200
2,1,0,0,1,1,1,1,3,0,0,0,0,0,0,0,53
9,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,154
3,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,187
8,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,19
7,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,100
7,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,160
3,4,1,0,1,0,1,1,1,1,1,1,1,1,1,0,175
4,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,11
5,4,0,1,0,1,0,1,3,0,1,1,0,0,1,0,43
10,4,0,0,0,0,0,0,3,1,1,0,0,0,1,0,68
10,4,0,1,1,0,0,0,3,0,1,0,0,1,0,0,1
3,2,1,1,1,1,1,1,1,0,1,1,1,1,0,1,56
9,2,0,1,0,0,0,0,3,0,0,0,1,0,0,0,124
1,3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,95
2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,38
9,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,145
6,3,0,1,0,1,1,1,3,0,1,0,1,0,1,0,186
4,3,0,1,1,1,0,1,3,0,1,0,0,0,1,0,24
9,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4
10,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
2,2,1,1,1,1,1,1,2,0,1,1,0,0,0,0,48
5,4,0,1,0,1,0,1,3,0,1,0,1,0,1,1,200
10,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,21
4,3,0,1,1,1,0,1,3,0,1,1,1,1,1,0,59
7,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,80
3,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,141
7,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,112
3,3,1,1,0,1,1,1,2,1,1,1,0,1,1,1,147
6,2,0,1,0,1,0,1,2,0,1,0,1,0,1,0,26
6,4,0,1,0,1,0,0,3,0,1,0,1,0,1,1,200
2,1,1,1,1,1,1,1,3,0,0,1,0,0,0,0,132
4,4,1,1,0,1,0,1,2,0,1,0,1,0,1,0,115
2,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,135
8,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,69
1,3,0,1,1,1,1,1,3,0,1,0,0,0,0,1,168
4,4,0,1,0,1,0,0,2,0,1,0,1,1,1,0,181
8,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,30
3,3,1,1,1,1,1,0,1,1,1,1,1,1,1,1,187
4,2,0,1,1,1,0,1,3,0,0,0,1,0,1,0,41
3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20
9,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,55
4,1,0,1,0,1,1,1,2,0,1,0,1,0,1,0,81
1,2,1,1,1,1,1,1,2,0,1,0,0,0,0,1,168
6,4,1,1,0,0,0,1,1,0,1,0,1,0,1,0,14
1,4,1,0,1,1,1,1,3,0,0,0,0,1,0,0,49
7,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,193
3,3,0,1,1,1,0,1,2,1,1,1,1,1,0,1,152
2,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,120
7,1,0,1,0,0,0,0,2,0,0,0,1,0,1,1,73
9,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,189
10,4,0,0,0,0,0,0,3,0,1,0,1,0,0,0,79
9,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,64
10,4,0,0,0,0,0,0,3,1,0,0,0,0,1,1,149
6,2,0,1,0,1,0,1,2,0,0,0,0,0,1,0,143
9,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
7,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,107
3,1,1,1,1,1,1,1,3,1,1,1,1,1,0,1,134
9,2,0,0,1,0,0,0,3,0,1,0,0,0,0,0,122
2,2,1,1,1,1,1,1,2,0,0,0,0,0,1,0,38
8,4,0,0,0,0,1,0,2,1,0,0,0,0,0,0,32
5,2,1,1,1,1,0,0,1,0,1,0,1,0,0,0,21
2,3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,29
3,2,1,1,0,1,1,1,2,0,1,1,0,1,1,1,56
4,1,0,1,0,1,0,1,2,1,1,0,1,0,1,0,11
5,3,0,1,0,1,0,1,1,0,1,1,1,0,1,1,28
10,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,60
2,2,1,1,1,1,1,1,3,0,0,0,0,0,1,0,38
9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,65
8,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,155
10,3,0,0,0,0,1,0,1,0,1,0,1,0,0,1,80
7,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
7,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,154
8,1,1,0,0,1,1,0,3,0,0,0,0,0,0,0,47
7,1,0,1,0,1,0,0,3,1,0,0,1,0,0,1,103
9,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,64
4,2,0,1,0,1,1,0,3,0,1,1,1,0,1,0,10
8,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,139
6,3,0,1,0,1,0,1,3,0,1,0,1,0,0,0,176
9,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,112
7,3,0,0,0,0,0,0,3,0,0,0,0,1,1,1,171
10,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16
8,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,52
9,1,0,0,1,1,1,0,2,0,0,0,1,1,0,0,119
7,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
5,4,0,1,0,1,0,1,1,0,1,0,1,0,0,0,118
9,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,173
7,3,0,0,1,0,0,0,3,1,0,0,0,0,0,0,42
9,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,192
9,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,61
1,2,1,1,1,1,1,1,3,0,1,0,0,0,0,0,140
1,4,1,1,1,0,0,1,3,0,0,0,0,0,0,0,76
7,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,4
8,1,0,1,0,0,0,0,3,0,0,0,1,0,0,0,124
1,4,1,1,1,0,1,1,3,0,0,0,1,0,0,0,95
7,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,35
7,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,196
3,4,1,1,1,1,1,1,3,1,1,1,0,1,0,1,126
3,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,72
3,3,0,1,1,1,1,1,1,1,0,1,1,1,1,1,93
7,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16
7,3,0,0,1,0,0,0,3,0,0,0,1,0,0,0,42
7,4,0,0,0,1,0,0,3,0,0,0,0,0,0,1,69
7,2,0,0,0,1,1,1,2,0,0,0,0,1,0,0,50
10,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,139
7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13
8,3,0,0,0,0,0,1,2,0,0,1,1,0,0,0,67
7,3,0,1,0,0,0,0,2,0,0,0,1,0,0,1,194
8,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,30
9,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,55
7,4,0,0,0,0,0,0,3,0,0,0,1,1,0,0,106
10,4,0,1,0,0,0,0,3,1,0,0,0,0,0,0,146
10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102
9,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,103
9,4,0,0,1,1,0,1,1,1,0,0,1,0,0,0,150
1,4,0,1,0,0,1,1,3,0,0,0,1,0,0,1,8
4,2,1,1,0,0,0,1,2,0,1,1,1,0,1,0,14
6,4,1,1,0,0,0,1,1,0,1,1,0,0,1,0,43
9,3,0,0,0,1,1,0,3,0,0,0,0,0,0,0,145
4,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,70
5,4,0,0,0,1,1,1,3,0,1,0,1,0,1,0,57
1,1,1,0,1,0,1,1,2,1,1,1,0,0,0,1,197
6,3,0,1,0,1,0,1,2,1,1,1,0,0,1,1,131
7,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,80
9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,37
6,3,0,1,0,1,0,1,2,0,1,0,1,0,1,0,77
2,4,1,0,1,1,1,1,3,0,0,1,0,1,0,0,49
6,4,0,1,0,1,0,1,3,0,1,0,1,0,0,0,176
1,4,1,1,1,1,0,1,3,0,0,1,0,0,0,1,104
6,2,0,1,1,1,0,1,2,0,1,0,1,0,1,0,41
9,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,102
3,3,1,1,1,1,1,0,1,1,0,1,1,1,1,1,187
10,4,0,0,0,0,0,0,1,1,0,1,0,1,0,0,86
7,2,1,0,1,0,0,1,3,0,0,0,0,0,0,1,92
4,4,0,1,0,1,0,0,2,0,0,0,1,0,1,0,44
9,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,102
2,2,1,1,1,1,1,1,3,1,0,0,1,0,0,0,3
6,2,0,1,0,1,0,1,2,0,1,0,1,1,1,0,17
1,3,1,1,1,0,0,1,3,0,0,0,0,0,0,0,76
7,1,0,0,0,0,0,0,3,0,0,1,0,0,0,1,196
2,4,0,1,1,1,1,1,2,1,0,0,0,0,0,1,198
3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,0,134
8,3,0,0,0,0,0,0,1,1,0,0,1,0,1,0,128
9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,65
8,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
1,3,1,1,1,1,1,1,3,1,0,0,0,0,0,1,198
8,3,0,0,0,0,0,0,1,0,1,1,1,0,0,0,64
6,2,1,1,0,1,0,1,2,0,1,1,1,1,1,0,59
2,3,1,0,1,0,1,1,2,0,0,0,0,0,0,1,92
2,4,0,1,1,1,1,0,2,0,1,0,0,0,0,0,140
1,2,1,1,1,0,1,1,3,0,0,0,0,0,0,0,95
1,2,1,1,1,1,1,1,2,1,0,0,0,0,0,0,3
1,2,1,1,1,1,0,1,2,0,0,0,0,1,0,0,127
1,3,1,1,1,1,1,1,2,0,0,0,0,0,0,0,12
9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102
7,2,0,0,0,0,1,0,3,0,0,0,0,0,1,0,36
6,4,1,0,0,0,1,0,1,0,1,0,1,0,1,0,185
9,2,0,0,1,0,1,1,1,0,1,0,0,0,1,0,60
4,4,0,1,1,0,1,0,2,1,1,0,1,1,1,0,151
10,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,154
2,4,1,1,1,1,1,0,3,0,0,0,0,1,0,0,49
9,1,0,0,0,0,0,0,3,1,0,1,0,0,0,1,196
5,1,1,1,0,1,1,1,3,0,1,1,1,0,1,0,10
8,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,160
1,3,1,0,1,0,1,1,3,0,0,0,0,0,0,0,165
1,2,0,1,1,1,1,1,2,0,0,0,0,1,0,0,127
2,4,1,1,1,1,1,1,3,0,0,0,0,0,0,1,108
3,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,130
9,2,0,0,0,0,1,0,2,0,0,0,0,1,0,0,84
8,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
2,4,1,1,0,1,1,1,3,0,0,0,0,0,0,0,156
1,3,1,1,1,1,0,1,2,1,0,0,0,0,0,0,78
6,3,1,1,0,1,0,1,3,0,1,0,0,0,1,1,129
6,2,0,1,1,1,0,1,2,0,0,0,1,0,1,0,41
4,2,0,1,0,0,0,1,1,0,1,0,1,0,1,0,100
1,2,1,1,1,1,1,0,2,0,0,0,0,0,0,0,158
4,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,118
3,4,1,1,1,0,1,1,3,1,1,1,1,1,1,1,126
6,4,0,0,0,1,0,1,3,0,1,0,1,0,1,0,57
4,2,0,1,0,0,0,1,1,0,1,0,1,0,0,1,28
6,1,0,1,0,1,1,1,2,0,1,0,1,1,1,1,94
2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,78
8,4,0,0,1,0,1,0,3,0,0,0,0,0,0,0,42
9,1,1,1,0,0,1,0,2,1,0,0,0,0,0,0,163
2,4,1,1,1,1,0,1,3,0,0,0,0,1,0,0,49
2,1,1,1,1,1,1,1,2,0,0,1,0,1,0,0,127
4,4,0,0,0,1,0,1,2,0,1,0,1,0,1,0,57
9,3,0,0,0,0,0,1,3,0,1,0,0,0,0,0,79
2,2,1,0,1,1,1,0,3,0,0,0,0,0,1,0,164
2,3,1,1,1,1,1,1,2,0,0,0,1,0,0,0,54
8,3,0,1,0,0,0,0,3,1,0,0,0,0,0,0,146
6,2,0,1,0,1,0,1,2,0,1,0,1,0,1,0,26
6,2,0,1,1,1,0,1,2,0,1,0,1,0,1,0,41
8,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,65
3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,126
6,4,0,1,0,1,0,1,3,0,1,0,1,0,0,0,176
7,3,0,0,0,0,0,0,1,1,0,0,1,0,0,1,103
2,2,1,1,0,1,1,1,3,0,0,0,0,0,0,0,156
10,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0,65
2,4,1,1,1,1,1,1,3,0,0,1,0,1,1,0,49
9,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
1,1,1,1,1,0,1,0,2,0,0,0,0,1,0,1,40
6,3,0,1,0,1,0,1,3,0,1,1,1,0,1,0,89
6,4,0,1,0,1,1,1,1,0,1,0,1,0,1,0,2
3,3,1,1,0,1,1,0,2,1,1,1,1,0,1,1,90
1,4,1,1,1,1,1,1,3,0,0,0,0,0,0,0,25
3,4,1,1,1,1,0,1,2,1,1,1,1,1,1,1,62
5,2,0,1,0,1,0,1,2,0,1,0,1,0,1,0,26
3,4,1,1,1,1,1,1,3,0,1,1,1,1,1,1,114
1,4,0,1,1,0,0,1,1,0,1,0,0,0,0,0,76
6,4,0,0,0,1,0,1,1,0,1,0,1,1,1,0,17
4,4,0,0,0,1,0,1,1,0,1,0,1,0,1,0,77
2,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,163
9,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,111
1,1,1,1,1,1,1,0,2,0,0,0,0,0,1,0,164
9,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,161
1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,12
9,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,145
6,2,0,1,1,1,1,1,1,0,1,0,1,0,1,1,58
7,1,0,0,1,0,0,1,3,0,0,1,0,0,0,0,45
9,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,65
8,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,67
1,4,1,0,1,1,1,0,3,0,0,0,0,1,0,0,49
10,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,33
3,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,15
10,4,0,1,0,0,0,1,3,0,0,0,0,0,0,0,16
3,4,1,1,1,1,1,0,2,1,1,1,1,1,1,1,187
5,4,0,1,0,1,0,1,3,0,1,1,0,0,1,0,43
3,4,1,1,0,1,1,1,2,1,1,1,1,1,1,1,147
4,4,1,1,0,1,0,1,1,0,1,0,1,0,1,0,77
8,3,1,0,0,0,0,0,3,1,0,0,0,0,0,1,149
5,4,0,1,0,1,0,1,2,1,1,0,1,0,1,0,133
2,1,1,0,1,1,1,0,3,0,0,0,0,0,0,0,158
1,2,0,1,1,1,1,0,2,0,0,0,0,0,0,0,158
8,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16
9,2,0,0,0,0,0,1,3,0,1,1,0,0,0,1,196
9,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,19
6,4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,44
1,4,1,0,1,1,1,1,3,0,0,0,0,0,0,0,25
7,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,67
6,2,1,1,0,0,0,1,2,0,1,0,1,0,1,0,14
6,1,0,0,1,1,0,0,2,0,1,0,0,0,1,0,189
7,3,1,0,0,0,0,1,1,0,1,0,1,1,0,0,185
10,2,0,0,0,0,1,0,3,0,1,0,0,1,0,1,171
8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18
6,2,0,1,0,0,0,1,2,0,0,1,1,0,1,1,100
5,4,0,1,0,1,0,1,3,0,0,0,1,0,1,0,9
2,4,1,0,1,1,1,1,2,1,0,0,0,0,0,0,78
1,3,1,1,1,1,1,0,2,0,0,0,0,0,1,0,164
5,2,0,1,1,1,0,0,1,0,1,0,1,0,1,0,41
7,4,1,0,0,0,0,0,3,0,0,0,0,0,0,0,112
8,2,0,1,0,1,0,0,2,1,0,0,0,1,0,0,86
10,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,123
7,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,196
2,1,1,1,1,0,1,0,2,0,1,0,0,0,0,0,158
7,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27
1,1,1,1,1,0,1,1,2,0,0,0,0,0,0,0,95
5,2,0,1,0,1,0,0,2,0,1,0,1,0,1,0,177
7,4,1,0,0,0,0,0,2,1,0,0,0,0,0,0,112
5,4,0,1,0,1,0,1,3,0,1,1,1,0,1,1,200
5,3,0,1,1,1,1,1,1,0,1,1,1,0,1,0,10
2,1,1,1,1,1,1,1,2,1,0,1,1,1,0,0,72
5,4,0,1,0,1,0,1,2,0,1,0,1,0,1,0,77
2,2,1,1,1,0,1,1,2,0,0,0,0,0,0,0,95
1,1,1,1,1,1,1,1,2,0,0,0,0,1,0,0,127
7,4,0,0,1,0,0,1,2,0,0,0,0,0,0,0,42
5,1,0,1,0,1,0,1,3,0,1,0,1,0,1,0,26
2,3,1,0,1,1,1,1,2,0,0,0,1,0,0,0,54
5,2,0,1,0,1,0,1,1,0,1,0,1,0,1,0,26
4,2,0,1,0,0,0,1,1,0,1,1,1,0,1,0,172
9,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,199
8,4,1,0,0,1,0,0,3,0,0,0,1,0,1,0,66
6,1,0,1,0,1,1,1,3,0,1,0,1,0,0,0,81
8,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,30
4,1,0,0,0,1,0,1,3,0,1,0,1,0,1,0,75
7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,13
8,3,0,0,0,0,0,0,1,0,0,1,1,1,0,1,155
10,3,0,0,0,0,0,0,1,1,0,0,0,1,0,1,86
1,4,1,1,1,1,1,1,3,0,0,0,0,0,0,0,25
10,1,1,0,0,1,0,0,3,0,0,0,0,0,1,1,39
3,4,1,1,1,1,0,1,2,1,0,1,1,1,1,1,93
2,4,1,0,1,1,1,1,3,0,1,0,0,0,0,0,140
2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,161
9,1,1,0,1,0,1,0,3,0,0,1,0,0,0,0,148
1,2,1,1,1,1,1,1,2,0,0,0,0,1,0,0,127
3,3,0,1,0,1,1,1,3,1,1,1,1,1,1,1,195
8,1,0,0,0,0,1,0,3,1,0,0,0,0,1,0,128
9,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,107
1,1,1,0,1,1,1,1,2,0,0,0,1,0,0,0,54
6,2,0,1,1,1,0,1,2,0,1,0,1,0,1,0,41
1,1,0,1,1,1,1,1,3,0,0,0,0,0,0,0,53
8,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,30
2,4,1,0,1,1,1,1,3,0,0,1,1,0,0,0,104
3,3,1,1,1,1,1,0,1,1,1,0,1,1,1,1,15
3,4,1,0,1,1,1,1,2,1,1,0,0,1,1,0,174
5,4,0,1,1,0,0,1,3,0,1,0,1,0,0,0,176
7,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,36
3,1,1,1,1,1,0,1,3,1,1,1,1,1,1,1,62
6,4,0,1,0,1,0,1,3,0,1,0,0,0,1,1,129
1,2,1,1,1,1,1,0,3,0,0,0,0,0,0,0,6
1,3,1,1,0,0,1,1,3,0,0,0,0,0,0,0,165
6,3,0,1,0,1,0,1,3,0,1,0,1,1,1,0,51
1,3,1,0,1,1,1,1,3,0,0,0,0,0,1,0,83
5,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,118
7,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,188
8,4,0,1,0,0,0,0,2,0,0,1,0,0,0,0,33
1,2,1,1,1,1,1,0,2,1,1,0,0,0,0,0,125
5,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,91
7,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16
9,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,67
2,4,1,0,0,1,1,1,1,0,0,0,0,0,0,0,5
9,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,166
4,2,0,1,0,1,0,1,1,0,1,1,1,1,1,0,59
6,3,0,1,0,1,1,0,3,1,0,0,1,0,1,0,159
7,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,139
3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,0,174
8,4,1,0,1,0,0,0,2,0,0,0,1,0,0,0,169
1,3,0,1,1,1,1,1,3,0,0,0,0,0,1,0,53
6,3,0,1,0,0,0,1,2,1,1,0,1,1,1,0,109
2,3,1,1,1,1,1,1,1,0,0,0,1,0,0,0,54
3,1,0,1,1,1,0,1,3,1,1,1,0,1,1,1,152
8,4,0,0,1,0,0,0,3,0,0,0,0,0,0,0,42
6,4,0,1,0,1,0,1,3,0,1,1,1,0,1,0,89
9,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,13
6,3,0,1,0,1,0,1,1,0,1,0,1,0,1,1,28
6,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,182
7,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,64
5,2,0,1,0,1,0,1,1,0,0,0,1,1,0,0,17
7,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,145
6,3,0,1,0,1,0,1,3,1,1,0,1,0,1,0,133
